tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-800,Brisbane,Hard,64,P,20260101,11,214643,10,,Liudmila Samsonova,R,180,RUS,,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,12,214096,11,,Karolina Muchova,R,178,CZE,,206420,7,,Ekaterina Alexandrova,R,175,RUS,,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,13,214981,3,,Elena Rybakina,R,184,KAZ,,211651,15,,Paula Badosa,R,180,ESP,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,14,201619,5,,Madison Keys,R,178,USA,,223670,12,,Diana Shnaider,L,,RUS,,6-7(5) 7-6(5) 7-6(4),3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,15,214544,1,,Aryna Sabalenka,R,182,BLR,,201514,,,Sorana Cirstea,R,176,ROU,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,16,216153,2,,Amanda Anisimova,R,180,USA,,214040,,WC,Kimberly Birrell,R,170,AUS,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,17,216146,16,,Marta Kostyuk,R,175,UKR,,201709,,LL,Yulia Putintseva,R,163,KAZ,,6-7(5) 6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,18,222328,9,,Linda Noskova,R,,CZE,,211684,,,Magdalena Frech,R,171,POL,,6-7(5) 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,19,259799,6,,Mirra Andreeva,R,,RUS,,216265,,Q,Olivia Gadecki,R,,AUS,,4-6 6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,20,202468,4,,Jessica Pegula,R,170,USA,,214939,,,Anna Kalinskaya,R,175,RUS,,6-2 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,21,215035,,,Dayana Yastremska,R,175,UKR,,220367,13,,Leylah Fernandez,L,168,CAN,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,22,214643,10,,Liudmila Samsonova,R,180,RUS,,263644,,WC,Emerson Jones,R,,AUS,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,23,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,,220704,8,,Clara Tauson,R,182,DEN,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,24,206420,7,,Ekaterina Alexandrova,R,175,RUS,,213550,,,Sofia Kenin,R,170,USA,,7-6(2) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,25,214096,11,,Karolina Muchova,R,178,CZE,,201548,,WC,Ajla Tomljanovic,R,180,AUS,,4-6 6-1 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,26,211651,15,,Paula Badosa,R,180,ESP,,213631,,,Marie Bouzkova,R,180,CZE,,6-7(4) 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,27,214981,3,,Elena Rybakina,R,184,KAZ,,201533,,Q,Shuai Zhang,R,177,CHN,,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,28,201619,5,,Madison Keys,R,178,USA,,220520,,,Mccartney Kessler,R,,USA,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,29,223670,12,,Diana Shnaider,L,,RUS,,215713,,,Anastasia Potapova,R,175,RUS,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,30,201514,,,Sorana Cirstea,R,176,ROU,,211533,14,,Jelena Ostapenko,R,177,LAT,,6-2 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,31,214544,1,,Aryna Sabalenka,R,182,BLR,,213710,,,Cristina Bucsa,R,,ESP,,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,32,214040,,WC,Kimberly Birrell,R,170,AUS,,211685,,Q,Rebecca Sramkova,R,,SVK,,6-4 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,33,201709,,LL,Yulia Putintseva,R,163,KAZ,,221024,,,Hailey Baptiste,R,,USA,,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,34,211684,,,Magdalena Frech,R,171,POL,,214954,,,Marketa Vondrousova,L,173,CZE,,7-5 6-7(3) 7-6(0),3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,35,216265,,Q,Olivia Gadecki,R,,AUS,,215983,,,Ann Li,R,170,USA,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,36,214939,,,Anna Kalinskaya,R,175,RUS,,238184,,,Tereza Valentova,U,,CZE,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,37,215035,,,Dayana Yastremska,R,175,UKR,,221883,,WC,Talia Gibson,R,,AUS,,7-6(3) 7-6(4),3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,38,263644,,WC,Emerson Jones,R,,AUS,,213583,,,Tatjana Maria,R,172,GER,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,39,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,,215020,,,Anna Blinkova,R,179,RUS,,7-5 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,40,213550,,,Sofia Kenin,R,170,USA,,211817,,Q,Elena Gabriela Ruse,R,,ROU,,6-4 4-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,41,201548,,WC,Ajla Tomljanovic,R,180,AUS,,221039,,,Elsa Jacquemot,R,,FRA,,6-1 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,42,213631,,,Marie Bouzkova,R,180,CZE,,211713,,,Jaqueline Cristian,R,180,ROU,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,43,201533,,Q,Shuai Zhang,R,177,CHN,,221909,,,Ashlyn Krueger,R,185,USA,,6-4 5-7 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,44,220520,,,Mccartney Kessler,R,,USA,,215306,,,Emiliana Arango,R,,COL,,6-1 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,45,215713,,,Anastasia Potapova,R,175,RUS,,214082,,,Daria Kasatkina,R,170,RUS,,7-5 4-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,46,201514,,,Sorana Cirstea,R,176,ROU,,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,,6-3 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-800,Brisbane,Hard,64,P,20260101,47,213710,,,Cristina Bucsa,R,,ESP,,214388,,Q,Anna Bondar,R,,HUN,,4-6 7-6(4) 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,1,202494,1,,Elina Svitolina,R,174,UKR,,216133,7,,Xin Yu Wang,R,182,CHN,,6-3 7-6(6),3,F,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,2,216133,7,,Xin Yu Wang,R,182,CHN,,223253,4,,Alexandra Eala,L,173,PHI,,5-7 7-5 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,3,202494,1,,Elina Svitolina,R,174,UKR,,260300,3,,Iva Jovic,R,,USA,,7-6(5) 6-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,4,216133,7,,Xin Yu Wang,R,182,CHN,,215936,,,Francesca Jones,R,,GBR,,6-4 4-3 RET,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,5,223253,4,,Alexandra Eala,L,173,PHI,,202663,5,,Magda Linette,R,171,POL,,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,6,260300,3,,Iva Jovic,R,,USA,,223321,,Q,Sofia Costoulas,U,,BEL,,6-2 7-6(6),3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,7,202494,1,,Elina Svitolina,R,174,UKR,,222661,,,Sonay Kartal,R,,GBR,,6-4 6-7(2) 7-6(5),3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,8,215936,,,Francesca Jones,R,,GBR,,221257,,Q,Sinja Kraus,R,,AUT,,1-6 6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,9,216133,7,,Xin Yu Wang,R,182,CHN,,213887,,,Renata Zarazua,R,,MEX,,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,10,223253,4,,Alexandra Eala,L,173,PHI,,238075,,,Petra Marcinko,U,,CRO,,6-0 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,11,202663,5,,Magda Linette,R,171,POL,,220714,,,Elisabetta Cocciaretto,R,,ITA,,7-5 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,12,223321,,Q,Sofia Costoulas,U,,BEL,,259733,,Q,Kaitlin Quevedo,U,,USA,,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,13,260300,3,,Iva Jovic,R,,USA,,239383,,,Sara Bejlek,L,,CZE,,7-6(3) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,14,222661,,,Sonay Kartal,R,,GBR,,230870,,,Ella Seidel,R,,GER,,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,15,202494,1,,Elina Svitolina,R,174,UKR,,211107,,WC,Katie Boulter,R,180,GBR,,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,16,215936,,,Francesca Jones,R,,GBR,,215613,2,,Emma Navarro,R,,USA,,7-5 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,17,221257,,Q,Sinja Kraus,R,,AUT,,211814,,,Julia Grabher,R,170,AUT,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,18,213887,,,Renata Zarazua,R,,MEX,,201585,,WC,Sloane Stephens,R,170,USA,,7-5 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,19,216133,7,,Xin Yu Wang,R,182,CHN,,216083,,,Caty Mcnally,R,,USA,,2-6 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,20,223253,4,,Alexandra Eala,L,173,PHI,,202499,,,Donna Vekic,R,179,CRO,,4-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,21,238075,,,Petra Marcinko,U,,CRO,,215785,,,Camila Osorio,R,162,COL,,6-4 0-6 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,22,220714,,,Elisabetta Cocciaretto,R,,ITA,,219917,,,Alycia Parks,R,185,USA,,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,23,202663,5,,Magda Linette,R,171,POL,,200748,,WC,Venus Williams,R,185,USA,,6-4 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,24,259733,,Q,Kaitlin Quevedo,U,,USA,,220548,8,,Peyton Stearns,R,,USA,,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,25,223321,,Q,Sofia Costoulas,U,,BEL,,215992,,Q,Whitney Osuigwe,R,168,USA,,6-4 3-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,26,239383,,,Sara Bejlek,L,,CZE,,215910,,,Panna Udvardy,R,170,HUN,,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,27,260300,3,,Iva Jovic,R,,USA,,213873,,Q,Gabriela Andrea Knutson,R,,CZE,,4-6 6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,28,222661,,,Sonay Kartal,R,,GBR,,222145,6,,Janice Tjen,R,,INA,,6-1 6-7(4) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,29,230870,,,Ella Seidel,R,,GER,,222667,,WC,Monique Barry,L,,NZL,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,30,211107,,WC,Katie Boulter,R,180,GBR,,263857,,Q,Yuliia Starodubtseva,R,,UKR,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1049,Auckland,Hard,32,I,20260105,31,202494,1,,Elina Svitolina,R,174,UKR,,219875,,,Varvara Gracheva,R,,FRA,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,1,220714,,Q,Elisabetta Cocciaretto,R,,ITA,,260300,3,,Iva Jovic,R,,USA,,6-4 6-4,3,F,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,2,220714,,Q,Elisabetta Cocciaretto,R,,ITA,,222045,,,Antonia Ruzic,R,,CRO,,6-3 6-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,3,260300,3,,Iva Jovic,R,,USA,,223194,,WC,Taylah Preston,R,,AUS,,4-6 6-4 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,4,222045,,,Antonia Ruzic,R,,CRO,,215337,,,Olga Danilovic,L,,SRB,,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,5,220714,,Q,Elisabetta Cocciaretto,R,,ITA,,214388,,,Anna Bondar,R,,HUN,,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,6,260300,3,,Iva Jovic,R,,USA,,202663,8,,Magda Linette,R,171,POL,,6-3 6-7(5) 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,7,223194,,WC,Taylah Preston,R,,AUS,,221054,1,,Emma Raducanu,R,175,GBR,,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,8,215337,,,Olga Danilovic,L,,SRB,,220548,,,Peyton Stearns,R,,USA,,7-6(2) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,9,222045,,,Antonia Ruzic,R,,CRO,,221333,,,Solana Sierra,R,,ARG,,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,10,220714,,Q,Elisabetta Cocciaretto,R,,ITA,,215983,4,,Ann Li,R,170,USA,,1-6 7-5 7-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,11,214388,,,Anna Bondar,R,,HUN,,213583,6,,Tatjana Maria,R,172,GER,,7-6(7) 7-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,12,202663,8,,Magda Linette,R,171,POL,,216133,,,Xin Yu Wang,R,182,CHN,,6-1 7-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,13,260300,3,,Iva Jovic,R,,USA,,213887,,Q,Renata Zarazua,R,,MEX,,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,14,223194,,WC,Taylah Preston,R,,AUS,,211685,,,Rebecca Sramkova,R,,SVK,,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,15,221054,1,,Emma Raducanu,R,175,GBR,,211684,,,Magdalena Frech,R,171,POL,,W/O,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,16,215337,,,Olga Danilovic,L,,SRB,,220520,2,,Mccartney Kessler,R,,USA,,4-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,17,220548,,,Peyton Stearns,R,,USA,,206252,,,Barbora Krejcikova,R,178,CZE,,6-4 1-6 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,18,221333,,,Solana Sierra,R,,ARG,,216083,,Q,Caty Mcnally,R,,USA,,1-6 6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,19,222045,,,Antonia Ruzic,R,,CRO,,215306,7,,Emiliana Arango,R,,COL,,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,20,215983,4,,Ann Li,R,170,USA,,220465,,Q,Katie Volynets,R,,USA,,4-6 7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,21,220714,,Q,Elisabetta Cocciaretto,R,,ITA,,215550,,Q,Ayano Shimizu,R,,JPN,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,22,214388,,,Anna Bondar,R,,HUN,,230870,,LL,Ella Seidel,R,,GER,,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,23,213583,6,,Tatjana Maria,R,172,GER,,200748,,WC,Venus Williams,R,185,USA,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,24,202663,8,,Magda Linette,R,171,POL,,221407,,Q,Oksana Selekhmeteva,L,,RUS,,6-3 1-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,25,216133,,,Xin Yu Wang,R,182,CHN,,221883,,WC,Talia Gibson,R,,AUS,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,26,213887,,Q,Renata Zarazua,R,,MEX,,221024,,,Hailey Baptiste,R,,USA,,6-7(5) 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,27,260300,3,,Iva Jovic,R,,USA,,222145,,,Janice Tjen,R,,INA,,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,28,223194,,WC,Taylah Preston,R,,AUS,,222601,5,,Jessica Bouzas Maneiro,R,,ESP,,6-4 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,29,211685,,,Rebecca Sramkova,R,,SVK,,219875,,,Varvara Gracheva,R,,FRA,,6-4 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,30,211684,,,Magdalena Frech,R,171,POL,,221039,,,Elsa Jacquemot,R,,FRA,,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-1050,Hobart,Hard,32,I,20260112,31,221054,1,,Emma Raducanu,R,175,GBR,,215785,,WC,Camila Osorio,R,162,COL,,6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,1,239383,,Q,Sara Bejlek,L,,CZE,,206420,2,,Ekaterina Alexandrova,R,175,RUS,,7-6(5) 6-1,3,F,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,2,206420,2,,Ekaterina Alexandrova,R,175,RUS,,221024,,WC,Hailey Baptiste,R,,USA,,3-6 7-6(5) 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,3,239383,,Q,Sara Bejlek,L,,CZE,,220704,3,,Clara Tauson,R,182,DEN,,7-5 3-6 7-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,4,206420,2,,Ekaterina Alexandrova,R,175,RUS,,223253,,,Alexandra Eala,L,173,PHI,,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,5,221024,,WC,Hailey Baptiste,R,,USA,,214643,5,,Liudmila Samsonova,R,180,RUS,,6-2 4-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,6,220704,3,,Clara Tauson,R,182,DEN,,220520,,,Mccartney Kessler,R,,USA,,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,7,239383,,Q,Sara Bejlek,L,,CZE,,222661,,Q,Sonay Kartal,R,,GBR,,6-0 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,8,206420,2,,Ekaterina Alexandrova,R,175,RUS,,215035,,,Dayana Yastremska,R,175,UKR,,6-3 6-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,9,223253,,,Alexandra Eala,L,173,PHI,,205925,,LL,Aliaksandra Sasnovich,R,174,BLR,,2-6 6-4 7-6(5),3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,10,221024,,WC,Hailey Baptiste,R,,USA,,215613,4,,Emma Navarro,R,,USA,,7-6(6) 0-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2026-2088,Abu Dhabi,Hard,32,P,20260202,11,214643,5,,Liudmila Samsonova,R,180,RUS,,222145,,,Janice Tjen,R,,INA,,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
